0.000000000000000000e+00,0.000000000000000000e+00
1.307971264427515157e-01,0.000000000000000000e+00
2.593469370868742851e-01,0.000000000000000000e+00
3.834407288191717389e-01,0.000000000000000000e+00
5.009463604660853164e-01,0.000000000000000000e+00
6.098448865843177913e-01,0.000000000000000000e+00
7.082652463574069523e-01,0.000000000000000000e+00
7.945164115843503794e-01,0.000000000000000000e+00
8.671164414034768786e-01,0.000000000000000000e+00
9.248179445422816114e-01,0.000000000000000000e+00
9.666295116087145756e-01,0.000000000000000000e+00
9.918327491809224572e-01,0.000000000000000000e+00
9.999946230209747489e-01,0.000000000000000000e+00
9.909748983352945073e-01,0.000000000000000000e+00
9.649285492455362823e-01,0.000000000000000000e+00
9.223030960711288140e-01,0.000000000000000000e+00
8.638309161734697428e-01,0.000000000000000000e+00
7.905166604744722214e-01,0.000000000000000000e+00
7.036199918549501664e-01,0.000000000000000000e+00
6.046339420163479028e-01,0.000000000000000000e+00
4.952592586715252598e-01,0.000000000000000000e+00
3.773751838232368705e-01,0.000000000000000000e+00
2.530071652088931033e-01,0.000000000000000000e+00
1.242920556835801910e-01,0.000000000000000000e+00
-6.558601525221079143e-03,0.000000000000000000e+00
-1.372965708698059006e-01,0.000000000000000000e+00
-2.656755529705201457e-01,0.000000000000000000e+00
-3.894897798374001852e-01,0.000000000000000000e+00
-5.066119136939947198e-01,0.000000000000000000e+00
-6.150295982375045822e-01,0.000000000000000000e+00
-7.128800343227810199e-01,0.000000000000000000e+00
-7.984819860014692461e-01,0.000000000000000000e+00
-8.703646669984208550e-01,0.000000000000000000e+00
-9.272930113068673652e-01,0.000000000000000000e+00
-9.682888937108082850e-01,0.000000000000000000e+00
-9.926479356301420864e-01,0.000000000000000000e+00
-9.999516075357147704e-01,0.000000000000000000e+00
-9.900744199943269930e-01,0.000000000000000000e+00
-9.631860797893881942e-01,0.000000000000000000e+00
-9.197485740714180791e-01,0.000000000000000000e+00
-8.605082326376216617e-01,0.000000000000000000e+00
-7.864829047239952908e-01,0.000000000000000000e+00
-6.989444706343619362e-01,0.000000000000000000e+00
-5.993969886861092444e-01,0.000000000000000000e+00
-4.895508529450726121e-01,0.000000000000000000e+00
-3.712934057633593410e-01,0.000000000000000000e+00
-2.466565100464071514e-01,0.000000000000000000e+00
-1.177816384125716792e-01,0.000000000000000000e+00
1.311692092749795584e-02,0.000000000000000000e+00
1.437901093864830393e-01,0.000000000000000000e+00
2.719927406298849326e-01,0.000000000000000000e+00
3.955220766736584626e-01,0.000000000000000000e+00
5.122556746474210554e-01,0.000000000000000000e+00
6.201878539518204114e-01,0.000000000000000000e+00
7.174641572426608827e-01,0.000000000000000000e+00
8.024132131438048710e-01,0.000000000000000000e+00
8.735754532335499034e-01,0.000000000000000000e+00
9.297281898981156756e-01,0.000000000000000000e+00
9.699066241723073301e-01,0.000000000000000000e+00
9.934204226171241547e-01,0.000000000000000000e+00
9.998655784155366932e-01,0.000000000000000000e+00
9.891313528927411225e-01,0.000000000000000000e+00
9.614021781938427713e-01,0.000000000000000000e+00
9.171544884277434972e-01,0.000000000000000000e+00
8.571485337235449364e-01,0.000000000000000000e+00
7.824153178478144843e-01,0.000000000000000000e+00
6.942388838165364229e-01,0.000000000000000000e+00
5.941342518649012083e-01,0.000000000000000000e+00
4.838213888378910532e-01,0.000000000000000000e+00
3.651956562515804583e-01,0.000000000000000000e+00
2.402952447773987199e-01,0.000000000000000000e+00
1.112661546799907503e-01,0.000000000000000000e+00
-1.967467609602214368e-02,0.000000000000000000e+00
-1.502774626685727533e-01,0.000000000000000000e+00
-2.782982283266121626e-01,0.000000000000000000e+00
-4.015373598443746639e-01,0.000000000000000000e+00
-5.178774005559435567e-01,0.000000000000000000e+00
-6.253194318412000907e-01,0.000000000000000000e+00
-7.220174179277150106e-01,0.000000000000000000e+00
-8.063099239068045598e-01,0.000000000000000000e+00
-8.767486619945932258e-01,0.000000000000000000e+00
-9.321233755650745190e-01,0.000000000000000000e+00
-9.714826334053763279e-01,0.000000000000000000e+00
-9.941501769127872867e-01,0.000000000000000000e+00
-9.997365393610447848e-01,0.000000000000000000e+00
-9.881457375972438895e-01,0.000000000000000000e+00
-9.595769211947049460e-01,0.000000000000000000e+00
-9.145209507265579241e-01,0.000000000000000000e+00
-8.537519639510967595e-01,0.000000000000000000e+00
-7.783140748160927158e-01,0.000000000000000000e+00
-6.895034338156642573e-01,0.000000000000000000e+00
-5.888459579331196680e-01,0.000000000000000000e+00
-4.780711128069841109e-01,0.000000000000000000e+00
-3.590821975869661342e-01,0.000000000000000000e+00
-2.339236430362514885e-01,0.000000000000000000e+00
-1.047458847540371080e-01,0.000000000000000000e+00
2.623158494425608528e-02,0.000000000000000000e+00
1.567583516579211522e-01,0.000000000000000000e+00
2.845917448256329307e-01,0.000000000000000000e+00
4.075353705978345120e-01,0.000000000000000000e+00
5.234768495969952529e-01,0.000000000000000000e+00
6.304241111671435860e-01,0.000000000000000000e+00
7.265396205161720466e-01,0.000000000000000000e+00
8.101719506706619445e-01,0.000000000000000000e+00
8.798841567837029087e-01,0.000000000000000000e+00
9.344784652771155331e-01,0.000000000000000000e+00
9.730168536168490867e-01,0.000000000000000000e+00
9.948371671262277172e-01,0.000000000000000000e+00
9.995644959229464943e-01,0.000000000000000000e+00
9.871176165047834683e-01,0.000000000000000000e+00
9.577103873067126516e-01,0.000000000000000000e+00
9.118480742513719317e-01,0.000000000000000000e+00
8.503186694261593015e-01,0.000000000000000000e+00
7.741793520467381562e-01,0.000000000000000000e+00
6.847383243305195100e-01,0.000000000000000000e+00
5.835323343705172139e-01,0.000000000000000000e+00
4.723002722045942514e-01,0.000000000000000000e+00
3.529532927443206347e-01,0.000000000000000000e+00
2.275419789019800243e-01,0.000000000000000000e+00
9.822110910879286449e-02,0.000000000000000000e+00
-3.278736542206728277e-02,0.000000000000000000e+00
-1.632324975744488260e-01,0.000000000000000000e+00
-2.908730194068244734e-01,0.000000000000000000e+00
-4.135158509253067383e-01,0.000000000000000000e+00
-5.290537809062573205e-01,0.000000000000000000e+00
-6.355016723482119767e-01,0.000000000000000000e+00
-7.310305704822472883e-01,0.000000000000000000e+00
-8.139991273075297684e-01,0.000000000000000000e+00
-8.829818027253244495e-01,0.000000000000000000e+00
-9.367933577283690250e-01,0.000000000000000000e+00
-9.745092188111433851e-01,0.000000000000000000e+00
-9.954813637060688780e-01,0.000000000000000000e+00
-9.993494555018134218e-01,0.000000000000000000e+00
-9.860470338407255619e-01,0.000000000000000000e+00
-9.558026568201585249e-01,0.000000000000000000e+00
-9.091359739778838156e-01,0.000000000000000000e+00
-8.468487978343567368e-01,0.000000000000000000e+00
-7.700113273978135275e-01,0.000000000000000000e+00
-6.799437603357001425e-01,0.000000000000000000e+00
